0,15
1,15
2,14
3,13
4,65
5,15
6,16
7,24
8,12
9,27
10,19
11,30
12,34
13,15
14,12
15,24
16,30
17,13
18,28
19,32
20,23
21,20
22,19
23,22
24,35
25,69
26,13
27,10
28,17
29,16
30,15
31,15
32,15
33,50
34,20
35,50
36,15
37,21
38,11
39,12
40,17
41,22
42,9
43,14
44,9
45,40
46,13
47,13
48,16
49,14
50,15
51,22
52,14
53,15
54,15
55,30
56,14
57,13
58,13
59,55
60,100
61,17
62,25
63,58
64,26
65,24
66,15
67,46
68,12
69,55
70,12
71,40
72,32
73,75
74,55
75,75
76,9
77,18
78,25
79,15
80,12
81,16
82,11
83,20
84,24
85,10
86,20
87,55
88,29
89,19
90,23
91,18
92,55
93,12
94,22
95,20
96,18
97,20
98,30
99,75
100,18
101,20
102,20
103,18
104,16
105,14
106,30
107,18
108,26
109,30
110,23
111,85
112,15
113,19
114,18
115,18
116,25
117,44
118,80
119,80
120,70
121,36
122,39
123,40
124,45
125,45
126,48
127,13
128,17
129,25
130,70
131,20
132,30
133,68
134,78
135,60
136,50
137,15
138,10
139,112
140,26
141,45
142,17
143,84
144,85
145,64
146,68
147,68
148,16
149,35
150,25
151,30
152,55
153,46
154,50
155,36
156,14
157,26
158,38
159,15
160,35
161,35
162,28
163,15
164,29
165,32
166,25
167,28
168,95
169,44
170,30
171,22
172,20
173,38
174,19
175,25
176,50
177,22
178,25
179,27
180,23
181,36
182,15
183,12
184,35
185,15
186,40
187,48
188,11
189,11
190,26
191,30
192,20
193,35
194,15
195,35
196,18
197,23
198,60
199,28
200,15
201,62
202,50
203,28
204,30
205,25
206,25
207,32
208,40
209,16
210,20
211,32
212,40
213,48
214,36
215,80
216,57
217,20
218,20
219,36
220,40
221,40
222,15
223,15
224,22
225,25
226,20
227,15
228,14
229,18
230,16
231,10
232,12
233,28
234,10
235,49
236,85
237,18
238,29
239,36
240,9
241,34
242,15
243,30
244,13
245,12
246,15
247,25
248,45
249,18
250,49
251,22
252,35
253,15
254,45
255,55
256,20
257,18
258,35
259,13
260,40
261,37
262,39
263,60
264,19
265,40
266,14
267,40
268,36
269,17
270,25
271,15
272,26
273,19
274,13
275,30
276,20
277,30
278,50
279,52
280,24
281,34
282,41
283,52
284,215
285,15
286,60
287,40
